filename,doi,guest_molecule,KD_A,PLD_A,guest_composition,zeolite_name,std_zeolite_name,si_al_ratio,modified_ion,loading_value,loading_unit,diffusion_coefficient_value,diffusion_coefficient_unit,temperature_value,temperature_unit,concentration_value,concentration_unit,adsorption_loading_value,adsorption_loading_unit,pressure_value,pressure_unit,experimental_method,distinguishing_variable,method_type,method_category
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,7.1,,LTL zeolite,LTL,,,,,8.69e-08,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: diagonalized; eigenvalue_index: 1,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,7.1,,LTL zeolite,LTL,,,,,8.67e-08,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: diagonalized; eigenvalue_index: 2,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,7.1,,LTL zeolite,LTL,,,,,8.71e-08,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: diagonalized; eigenvalue_index: 3,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,5.26e-08,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: original; component: xx,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,1.25e-09,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: original; component: xy,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,4.24e-09,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: original; component: xz,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,1.32e-09,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: original; component: yx,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,5.22e-08,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: original; component: yy,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,1.72e-09,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: original; component: yz,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,5.31e-09,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: original; component: zx,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,2.85e-09,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: original; component: zy,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,5.02e-08,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: original; component: zz,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,5.07e-08,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: diagonalized; eigenvalue_index: 1,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,4.69e-08,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: diagonalized; eigenvalue_index: 2,Computational,Other
S000925092200971X,10.1016/j.ces.2022.118386,"nitrogen, decane",,3.1,,clinoptilolite,HEU,,,,,5.73e-08,m2/s,,,,,,,1.01325,bar,Computational Fluid Dynamics (CFD),tensor_type: diagonalized; eigenvalue_index: 3,Computational,Other
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,20PB(2),MOR,14,,,,6.85e-12,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: standard,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,20PB(2),MOR,14,,,,2.99e-07,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: Knudsen,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,20PB(2),MOR,14,,,,1.31e-07,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: time-fractional; α: 0.81,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,30PB(2),MOR,15.2,,,,7.1e-12,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: standard,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,30PB(2),MOR,15.2,,,,3.33e-07,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: Knudsen,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,30PB(2),MOR,15.2,,,,1.84e-07,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: time-fractional; α: 0.79,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,40PB(2),MOR,16.2,,,,7.46e-12,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: standard,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,40PB(2),MOR,16.2,,,,3.75e-07,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: Knudsen,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,40PB(2),MOR,16.2,,,,2.28e-07,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: time-fractional; α: 0.78,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,30PB(1),MOR,15.1,,,,7.21e-12,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: standard,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,30PB(1),MOR,15.1,,,,3.6e-07,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: Knudsen,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,30PB(1),MOR,15.1,,,,1.93e-07,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: time-fractional; α: 0.79,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,30PB(3),MOR,15,,,,7.2e-12,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: standard,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,30PB(3),MOR,15,,,,3.67e-07,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: Knudsen,Experimental,ZLC
S000925092300163X,10.1016/j.ces.2023.118607,methoxymethane,4.7,6.5,,30PB(3),MOR,15,,,,1.95e-07,m2/s,353.0,K,,,,,,,ZLC,diffusion_type: time-fractional; α: 0.79,Experimental,ZLC
S0009250924004834,10.1016/j.ces.2024.120183,propene,4.5,4.7,,Micro-Z5,MFI-H,19,,,,8.13e-09,m2/s,773.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0009250924004834,10.1016/j.ces.2024.120183,butene,4.5,4.7,,Micro-Z5,MFI-H,19,,,,5.07e-09,m2/s,773.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0009250924004834,10.1016/j.ces.2024.120183,propene,4.5,4.7,,Meso-Z5,MFI-H,19,,,,3.82e-09,m2/s,773.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0009250924004834,10.1016/j.ces.2024.120183,butene,4.5,4.7,,Meso-Z5,MFI-H,19,,,,2.54e-09,m2/s,773.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0009250924004834,10.1016/j.ces.2024.120183,benzene,5.35,4.7,,Micro-Z5,MFI-H,19,,,,4.83e-12,m2/s,773.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0009250924004834,10.1016/j.ces.2024.120183,benzene,5.35,4.7,,Meso-Z5,MFI-H,19,,,,2.06e-09,m2/s,773.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0009250924004834,10.1016/j.ces.2024.120183,"propene, butene",,4.7,,Micro-Z5,MFI-H,19,,,,7.65e-09,m2/s,773.0,K,,,,,,,Molecular Dynamics,toluene_loading: minimal,Computational,MD
S0009250924004834,10.1016/j.ces.2024.120183,"propene, butene",,4.7,,Micro-Z5,MFI-H,19,,,,2.4e-10,m2/s,773.0,K,,,,,,,Molecular Dynamics,toluene_loading: maximal,Computational,MD
S0009250924004834,10.1016/j.ces.2024.120183,"propene, butene",,4.7,,Meso-Z5,MFI-H,19,,,,3.98e-09,m2/s,773.0,K,,,,,,,Molecular Dynamics,toluene_loading: minimal,Computational,MD
S0009250924004834,10.1016/j.ces.2024.120183,"propene, butene",,4.7,,Meso-Z5,MFI-H,19,,,,8.5e-10,m2/s,773.0,K,,,,,,,Molecular Dynamics,toluene_loading: maximal,Computational,MD
S0009250924012132,10.1016/j.ces.2024.120913,water,2.65,4.7,,HoS-1,MFI-H,,,,,2.98e-09,m2/s,298.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S0009250924012132,10.1016/j.ces.2024.120913,water,2.65,4.7,,HoS-1,MFI-H,,,,,9.12e-09,m2/s,383.0,K,,,,,,,Molecular Dynamics,,Computational,MD
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,8.73e-13,m2/s,325.0,K,,,,,0.0034,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,7.71e-13,m2/s,335.0,K,,,,,0.0034,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.03e-12,m2/s,355.0,K,,,,,0.0034,bar,ZLC,"model: Eq.20 variable shape; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.33e-12,m2/s,375.0,K,,,,,0.0034,bar,ZLC,"model: Eq.20 variable shape; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,3.57e-12,m2/s,395.0,K,,,,,0.0034,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,4.71e-12,m2/s,415.0,K,,,,,0.0034,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,3.23e-13,m2/s,455.0,K,,,,,0.0034,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,6.03e-13,m2/s,355.0,K,,,,,0.0013,bar,ZLC,"model: Eq.20 variable shape; fit_type: full-time; F: 10,15 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,1.07e-12,m2/s,375.0,K,,,,,0.0013,bar,ZLC,"model: Eq.20 variable shape; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,1.94e-12,m2/s,395.0,K,,,,,0.0013,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,2.61e-12,m2/s,415.0,K,,,,,0.0013,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,2.55e-12,m2/s,435.0,K,,,,,0.0013,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,9.5e-12,m2/s,455.0,K,,,,,0.0013,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 10 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,1.35e-11,m2/s,485.0,K,,,,,0.0013,bar,ZLC,model: Eq.20 variable shape; fit_type: full-time; F: 10 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,9.05e-13,m2/s,325.0,K,,,,,0.0034,bar,ZLC,model: Eq.16 uniform slabs; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,9.27e-13,m2/s,335.0,K,,,,,0.0034,bar,ZLC,model: Eq.16 uniform slabs; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.22e-12,m2/s,355.0,K,,,,,0.0034,bar,ZLC,"model: Eq.16 uniform slabs; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.97e-12,m2/s,375.0,K,,,,,0.0034,bar,ZLC,"model: Eq.16 uniform slabs; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,8.52e-12,m2/s,395.0,K,,,,,0.0034,bar,ZLC,model: Eq.16 uniform slabs; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.77e-11,m2/s,415.0,K,,,,,0.0034,bar,ZLC,model: Eq.16 uniform slabs; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,6.2e-11,m2/s,455.0,K,,,,,0.0034,bar,ZLC,model: Eq.16 uniform slabs; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,5.05e-13,m2/s,325.0,K,,,,,0.0034,bar,ZLC,model: Eq.16 uniform slabs; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,4.26e-13,m2/s,335.0,K,,,,,0.0034,bar,ZLC,model: Eq.16 uniform slabs; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,5.81e-13,m2/s,355.0,K,,,,,0.0034,bar,ZLC,"model: Eq.16 uniform slabs; fit_type: long-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.81e-12,m2/s,375.0,K,,,,,0.0034,bar,ZLC,"model: Eq.16 uniform slabs; fit_type: long-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,3.15e-12,m2/s,395.0,K,,,,,0.0034,bar,ZLC,model: Eq.16 uniform slabs; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,4.79e-12,m2/s,415.0,K,,,,,0.0034,bar,ZLC,model: Eq.16 uniform slabs; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.71e-11,m2/s,455.0,K,,,,,0.0034,bar,ZLC,model: Eq.16 uniform slabs; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,8.72e-13,m2/s,325.0,K,,,,,0.0034,bar,ZLC,model: Eq.17 size distribution; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,9.08e-13,m2/s,335.0,K,,,,,0.0034,bar,ZLC,model: Eq.17 size distribution; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.14e-12,m2/s,355.0,K,,,,,0.0034,bar,ZLC,"model: Eq.17 size distribution; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.81e-12,m2/s,375.0,K,,,,,0.0034,bar,ZLC,"model: Eq.17 size distribution; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,8.15e-12,m2/s,395.0,K,,,,,0.0034,bar,ZLC,model: Eq.17 size distribution; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.7e-11,m2/s,415.0,K,,,,,0.0034,bar,ZLC,model: Eq.17 size distribution; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,6.34e-11,m2/s,455.0,K,,,,,0.0034,bar,ZLC,model: Eq.17 size distribution; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,6.8e-13,m2/s,325.0,K,,,,,0.0034,bar,ZLC,model: Eq.17 size distribution; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,5.41e-13,m2/s,335.0,K,,,,,0.0034,bar,ZLC,model: Eq.17 size distribution; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,7.55e-13,m2/s,355.0,K,,,,,0.0034,bar,ZLC,"model: Eq.17 size distribution; fit_type: long-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.5e-12,m2/s,375.0,K,,,,,0.0034,bar,ZLC,"model: Eq.17 size distribution; fit_type: long-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,4.1e-12,m2/s,395.0,K,,,,,0.0034,bar,ZLC,model: Eq.17 size distribution; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,6.77e-12,m2/s,415.0,K,,,,,0.0034,bar,ZLC,model: Eq.17 size distribution; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.87e-11,m2/s,455.0,K,,,,,0.0034,bar,ZLC,model: Eq.17 size distribution; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,8.56e-13,m2/s,325.0,K,,,,,0.0034,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,8.91e-13,m2/s,335.0,K,,,,,0.0034,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.05e-12,m2/s,355.0,K,,,,,0.0034,bar,ZLC,"model: Eq.19 size distribution + apparatus; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.69e-12,m2/s,375.0,K,,,,,0.0034,bar,ZLC,"model: Eq.19 size distribution + apparatus; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,6.78e-12,m2/s,395.0,K,,,,,0.0034,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.17e-11,m2/s,415.0,K,,,,,0.0034,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.74e-11,m2/s,455.0,K,,,,,0.0034,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,6.8e-13,m2/s,325.0,K,,,,,0.0034,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,5.41e-13,m2/s,335.0,K,,,,,0.0034,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,7.53e-13,m2/s,355.0,K,,,,,0.0034,bar,ZLC,"model: Eq.19 size distribution + apparatus; fit_type: long-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,2.5e-12,m2/s,375.0,K,,,,,0.0034,bar,ZLC,"model: Eq.19 size distribution + apparatus; fit_type: long-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,4.1e-12,m2/s,395.0,K,,,,,0.0034,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,6.75e-12,m2/s,415.0,K,,,,,0.0034,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,benzene,5.35,4.7,,silicalite,MFI,>20000,,,,1.86e-11,m2/s,455.0,K,,,,,0.0034,bar,ZLC,model: Eq.19 size distribution + apparatus; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,4.23e-13,m2/s,355.0,K,,,,,0.0013,bar,ZLC,"model: Eq.16 uniform slabs; fit_type: full-time; F: 10,15 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,1.12e-12,m2/s,375.0,K,,,,,0.0013,bar,ZLC,"model: Eq.16 uniform slabs; fit_type: full-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,3.22e-12,m2/s,395.0,K,,,,,0.0013,bar,ZLC,model: Eq.16 uniform slabs; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,6.41e-12,m2/s,415.0,K,,,,,0.0013,bar,ZLC,model: Eq.16 uniform slabs; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,1.48e-11,m2/s,435.0,K,,,,,0.0013,bar,ZLC,model: Eq.16 uniform slabs; fit_type: full-time; F: 15 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,2.63e-11,m2/s,455.0,K,,,,,0.0013,bar,ZLC,model: Eq.16 uniform slabs; fit_type: full-time; F: 10 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,5.69e-11,m2/s,485.0,K,,,,,0.0013,bar,ZLC,model: Eq.16 uniform slabs; fit_type: full-time; F: 10 ml/min,Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,3.14e-13,m2/s,355.0,K,,,,,0.0013,bar,ZLC,"model: Eq.16 uniform slabs; fit_type: long-time; F: 10,15 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,7.69e-13,m2/s,375.0,K,,,,,0.0013,bar,ZLC,"model: Eq.16 uniform slabs; fit_type: long-time; F: 10,15,20 ml/min",Experimental,ZLC
S000925099900189X,10.1016/S0009-2509(99)00189-X,ethylbenzene,6.0,4.7,,silicalite,MFI,>20000,,,,2e-12,m2/s,395.0,K,,,,,0.0013,bar,ZLC,model: Eq.16 uniform slabs; fit_type: long-time; F: 15 ml/min,Experimental,ZLC
